empathy,augmented_flag,rationales,first_rationale,longest_rationale
1,0,It seemed like you're upset because the only dinner options are meat?|,It seemed like you're upset because the only dinner options are meat?,It seemed like you're upset because the only dinner options are meat?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,1,Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?|,Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?,Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?
1,0,What can you do that brings you moments of enjoyment?|What have you tried so far to get some relief? Has anything worked?|,What can you do that brings you moments of enjoyment?,What have you tried so far to get some relief? Has anything worked?
0,0,,,
1,1,Can you realistically put some distance between yourself and the stress? Or is it something that you have to resolve?|,Can you realistically put some distance between yourself and the stress? Or is it something that you have to resolve?,Can you realistically put some distance between yourself and the stress? Or is it something that you have to resolve?
1,0,"What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?|","What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?","What are you studying? Do you feel like the material you are studying is hard, or is the volume of the work too much?"
1,0,Are there any grounding exercises you've found more successful than others?|,Are there any grounding exercises you've found more successful than others?,Are there any grounding exercises you've found more successful than others?
1,1,What's your favourite Zeppelin song or album?|,What's your favourite Zeppelin song or album?,What's your favourite Zeppelin song or album?
1,0,Does it hurt more than cutting?|,Does it hurt more than cutting?,Does it hurt more than cutting?
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,1,Why do you feel like that?|,Why do you feel like that?,Why do you feel like that?
1,1,What has you feeling that way|,What has you feeling that way,What has you feeling that way
1,1,Are you on medication?|,Are you on medication?,Are you on medication?
1,1,Why do you feel shittier after?|,Why do you feel shittier after?,Why do you feel shittier after?
0,0,,,
1,1,Tell us more about your predicament|,Tell us more about your predicament,Tell us more about your predicament
1,0,Do you have any good friends?|,Do you have any good friends?,Do you have any good friends?
0,0,,,
1,1,"Why do you go to that places? Why staying?|So, why do you go there? Staying with friends? Being thoughtless?|",Why do you go to that places? Why staying?,"So, why do you go there? Staying with friends? Being thoughtless?"
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
0,0,,,
1,0,is this a neutral-positive perspective?|,is this a neutral-positive perspective?,is this a neutral-positive perspective?
0,0,,,
1,0,What are you getting into?|,What are you getting into?,What are you getting into?
0,0,,,
0,0,,,
1,1,What bad situation are you in?|,What bad situation are you in?,What bad situation are you in?
1,0,Why did you want to commit suicide?|,Why did you want to commit suicide?,Why did you want to commit suicide?
1,1,What would you like to do?|,What would you like to do?,What would you like to do?
1,0,what do you have?|,what do you have?,what do you have?
1,0,Can you give a bit more of context to your description?|,Can you give a bit more of context to your description?,Can you give a bit more of context to your description?
1,1,may I ask you if something happened to make you feel this way?|,may I ask you if something happened to make you feel this way?,may I ask you if something happened to make you feel this way?
0,0,,,
1,1,Why would you want them to?|,Why would you want them to?,Why would you want them to?
0,0,,,
1,0,Why on earth would I choose to feel this way?|,Why on earth would I choose to feel this way?,Why on earth would I choose to feel this way?
0,0,,,
1,0,Can you realistically put some distance between yourself and the stress? Or is it something that you have to resolve?|,Can you realistically put some distance between yourself and the stress? Or is it something that you have to resolve?,Can you realistically put some distance between yourself and the stress? Or is it something that you have to resolve?
0,0,,,
1,1,Why is that depressing?|,Why is that depressing?,Why is that depressing?
0,0,,,
1,0,Anyone in your life who can come over and help you clean your room?|,Anyone in your life who can come over and help you clean your room?,Anyone in your life who can come over and help you clean your room?
0,0,,,
1,1,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?|,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?
1,0,Do you have a tinge of 'why the fuck did I do that' after watching porn?|,Do you have a tinge of 'why the fuck did I do that' after watching porn?,Do you have a tinge of 'why the fuck did I do that' after watching porn?
0,0,,,
0,0,,,
0,0,,,
1,1,Care to extrapolate on some positive examples of your brain rewiring?|,Care to extrapolate on some positive examples of your brain rewiring?,Care to extrapolate on some positive examples of your brain rewiring?
0,0,,,
1,0,how much time you got?|,how much time you got?,how much time you got?
0,0,,,
1,0,Are you afraid they will critizise you?|,Are you afraid they will critizise you?,Are you afraid they will critizise you?
1,0,What have you tried in order to combat depression?|,What have you tried in order to combat depression?,What have you tried in order to combat depression?
0,0,,,
0,0,,,
1,1,What makes you feel bad about yourself? Is there anything you truly hate about you?|,What makes you feel bad about yourself? Is there anything you truly hate about you?,What makes you feel bad about yourself? Is there anything you truly hate about you?
1,1,Anyone in your life you could reach out to?|,Anyone in your life you could reach out to?,Anyone in your life you could reach out to?
0,0,,,
0,0,,,
1,1,How old are you|,How old are you,How old are you
0,0,,,
1,0,,,
1,0,What are your reasons?|,What are your reasons?,What are your reasons?
1,1,Might wanna see a doc..|,Might wanna see a doc..,Might wanna see a doc..
0,0,,,
1,1,Have you watched Samurai Champloo?|,Have you watched Samurai Champloo?,Have you watched Samurai Champloo?
0,0,,,
1,0,Is there anything in particular that's bothering you?|,Is there anything in particular that's bothering you?,Is there anything in particular that's bothering you?
0,0,,,
0,0,,,
1,0,What about suicide do you find difficult?|,What about suicide do you find difficult?,What about suicide do you find difficult?
1,0,Is there not any thing that makes you feel good?|,Is there not any thing that makes you feel good?,Is there not any thing that makes you feel good?
1,0,How long have you been thinking about this?|,How long have you been thinking about this?,How long have you been thinking about this?
1,0,Have you considered speaking with a therapist? Do you know why you feel this way?|,Have you considered speaking with a therapist? Do you know why you feel this way?,Have you considered speaking with a therapist? Do you know why you feel this way?
1,0,How will you fuck people over?|,How will you fuck people over?,How will you fuck people over?
1,1,What about suicide do you find difficult?|,What about suicide do you find difficult?,What about suicide do you find difficult?
1,0,How old are you?|Can you get an appointment with your primary doctor?|,How old are you?,Can you get an appointment with your primary doctor?
