seeker_post,response_post,augmented_flag,rationales,first_rationale,longest_rationale
"Do you feel like your going to get attacked?. When ever i go out i feel like im going to be attacked, mugged etc. Have you ever felt like this?, maybe ive just been watching to much news and TV.",I feel that way often when I go out by myself without my husband or mom with me. So you're not alone. My fear is a combination of the shit my parents told me as a kid and my obsession with crime television. It's a good day when I can go out by myself and be calm.,0,,,
ahhhhhHHHHHHHH. im going into a psychotic state because of this pain!!!!,"What's happening, friend ? &lt;3",0,,,
It's 3:30pm and I just woke up. and now I feel even worse. I wasn't even sleepy just...wanted to keep my eyes closed for most of the day.,"I feel you. Sleeping is good, waking up is the sad bit. If it wasn't for my dog, i don't think i'd get up in the morning at all.",0,I feel you.|,I feel you.,I feel you.
Hey guys. until the exam is half a year left . but I understand absolutely nothing. I feel like I can not fix it . What to do? Maybe to kill myself? But how? Also I have so many many problems.... ah. Depression.. help?,What help do you want,0,,,
I wish i could get a hug. A long warm comforting hug from someone that loves me.,"guess it depends on what you want :( if you had it, it's like warm sunshine (you just feel really warm and comfortable and safe in the hug -- even if you both are standing outside in freezing winter weather) and then when you lose it you have been dumped in the freaking artic and you are constantly shivering and cold and just wishing that the person can come back and give you another hug even if he doesn't care anymore. feels like the little joy in your life has been extinguished and you have been ordered to return to your robotic, logical, depressing existence if you never had it, everything is very static and numb and getting through life is just a daily chore that you have to complete or else",0,,,
I Tried. Can I Please Be Done Now?. I really really tried. But I just need a break.,PM me if you want. Still here,0,PM me if you want. Still here|,PM me if you want. Still here,PM me if you want. Still here
"does anyone ever feel like this?. You feel sad, but you don't know what you're sad about?","All the time. On paper, my life is fucking fantastic, but I'm still always sad. And I don't know how to make it better, because everything's already pretty great",0,All the time.|,All the time.,All the time.
help me. anyone find anyways with getting yourself together after a breakup,"It depends what kind of things you usually enjoy doing, watching a of something you can really grip to is a option that can help. I hope you can start to feel better soon, even though sometimes it feels like you have no one, there are people out there who if they knew you were hurting would support you. why is great (:",0,I hope you can start to feel better soon|,I hope you can start to feel better soon,I hope you can start to feel better soon
Why do i have to exist. Why was i born to experience this endless suffering,I know if this is comforting but there is no reason why. You just were born. I get the same thought as you often. I think of how there is much more net suffering than net joy in life. But honestly it just feels that way since been more severely depressed (just a couple of months) I have hope that at some point i can get back to feeling better. It may take a few more months even. But even just thinking back to how I used to feel makes me realize that there is hope.,0,,,
Mushroom Effectiveness?. I've read about mushrooms for depression and I'm tempted to try it. Has anyone here done this? Did it work? How long does the relief from depression last? Thanks,tried it personally. One friend told me whenever he does shrooms he depressed for at least a month afterwards. But bad trips are also a risk.,0,,,
"Anyone else ever been so depressed you're too depressed to be depressed?. If that makes any sense. Idk maybe I'm just so lazy I can't even be bothered to feel depressed anymore, kinda like a feeling of being dead inside.","I honestly don't care about school anymore, I just wanna be 20 and see if I can get a job and a place so I don't worry my family and maybe tackle depression without them knowing.",0,,,
"Even when I'm having a good day, I feel guilty about feeling normal, and come here to drag myself down a little.. It's like I enjoy feeling sad and lethargic. Being happy makes me uncomfortable for whatever reason, so I suppress it, and every time I do, I get better and better at it... I don't understand why I do this.","Yep, this is pretty common. Usually when you've been depressed for a long time, it starts to become a part of your identity. I assume normal people feel a range of unpredictable emotions throughout the day, but the state of depression is pretty unchanging and there's a comfort that comes from feeling sad/numb/apathetic all day/week/month. I used to fight my depression and look for things to make me happy...when I realized it was all meaningless, I gave into my depression and it's now my closest friend. As sick as it sounds, I wouldn't want to lose it.",0,,,
My boyfriends friends hate me. I dont know why but they are making lies about me and dont want me to be in their parties anymore. His female friends seems to be really jealous about me.,"Maybe they're just jealous that he's spending more time with you than them. Regardless, it's not nice for them to make to be making lies about you. Does your boyfriend know that they are?",0,,,
Hobbies. I need to come up with some hobbies that can substitute drinking and drugs for me. Everytime I start something it seem fulfilling and a waste. I also hate doing things alone but I have developed serious social anxiety over the years. I know!!,"Do you like art? Reading? Movies? Things like that. With the job and time restraint, have you thought about possibly making a schedule for yourself so you can find time to do group activities? Edit: Also, with the drinking and drugs, do you have time for that or is that during work hours?",0,,,
Love/hate. Does anyone else have a love hate thing with people?,"I do. I love a man; I hate. I hate him for letting me fall madly in love with him. I hate him ..For telling me he fell madly in love with me. I hate him for lying to me constantly, for leading me on, for introducing me to his family.. &amp; friends . I hate him for plunging into me and my life , only to abandon me and the children he led in to believe be there for. I hate him for making me collateral damage, &amp; not recognizing the fact that ruined 3 lives. I hate him for lifting me up and sucking all the beauty, happiness and bright life from my soul. I hate him for making a million promises, and not keeping one of them. I hate a man that took my undying, unwavering, unconditional, priceless love .. I hate a man that failed to return to me the faithfulness, respect and admiration I so boundlessly and freely gave to him. I hate this man that reached into my soul and crushed it with his bare hands into an oblivion.. I hate him for staring into my eyes and telling me he loves me, only to leave me for a lie.. i hate him for constantly and consistently telling me we will be together after the next month. I hate him for turning me into a complete and utterly worthless piece of carnage..a wreck, a mess, a heartbroken little girl. I hate him because I stop loving him. I hate a man; I love.",0,,,
I'm surrounded by cents plus I hate everyone. Fuck everybody. I hate everyone,"Oh damn, sorry I caught that. Yeah, me too.",0,,,
It was my 20th birthday yesterday. I had no emotions at all towards it.,Mine is coming up and I am generally indifferent to it. I told my family I don't want to do anything for it.,0,,,
She always chooses work over me. And then claims I'm still important,I assume that you don't agree that you're important. Are you overlooking things in the relationship that show that you actually are?,0,,,
Cut for the first time in 3 years. I believe I went so long without it. It brought me such instant relief.,this year after a year no incident. it felt so familiar and delicious in a way only those had the habit will know. but its not a good habit. its just not healthy to have open wounds constantly and cutting yourself to handle problems wont help you deal with whats upsetting you. it instead will be a permanent reminder of the pain you feel now. what if instead you used the energy to do something constructive. express yourself. do whatever you Need to do. you Want to cut. you dont need to. you never have. it was just a coping mechanism. you lived without it before and theres no good reason to do it. you dont need to do this. youre not weak or damaged for losing to your emotions and giving into yourself now. but dont lose yourself in the idea that you have to throw all the progress you made away. its been three years and cut yourself once in all those three. thats something to be proud of. sorry this is kinda long but i personally cut for the first time at 11 and it become a habit til 13. i had a relapse myself earlier this year and i know the urge may never go away completely but its something you can control. you can gain greater satisfaction doing something that fulfills you rather than damages you. its just a fact.,0,what if instead you used the energy to do something constructive. express yourself. do whatever you Need to do. you Want to cut. you dont need to|you can gain greater satisfaction doing something that fulfills you rather than damages you. its just a fact.|,what if instead you used the energy to do something constructive. express yourself. do whatever you Need to do. you Want to cut. you dont need to,what if instead you used the energy to do something constructive. express yourself. do whatever you Need to do. you Want to cut. you dont need to
"I Have To Go To Work In Ten Minutes. But I haven't started getting dressed yet, or made any sort of effort to get ready to go. I just can't will myself to do it right now. I will, because I have to, but this is going to be a rough day.","Aye, it is. I feel the same way, I got hired 7 months ago, and was depressed for 2 years before that. I hate to admit this, but some days I cry like the little bitch I am in the shower and on my drive to work. But guess what, I haven't missed a single day of work aside from 9 day vacation that I took scattered here and there. I have seriously one simple trick: you go there no matter what, don't give yourself a choice. The more you sit and wonder the harder it gets. Funny thing, my supervisor almost cried today at work and was complaining in a high pitched voice xD. It kinda brightened my day LOL.",0,,,
"Today I felt a lot better than I did in the past year, but now I feel dead again. Will you fucking fuck off depression?!","I know the feeling. It sucks. But maybe now when you had even short moment of relief, maybe even happiness, you know it's possible to feel that way and you can try to get energy from that. Hope it doesn't sound stupid. Stay strong.",0,I know the feeling. It sucks|you know it's possible to feel that way and you can try to get energy from that. Hope it doesn't sound stupid. Stay strong.|,I know the feeling. It sucks,you know it's possible to feel that way and you can try to get energy from that. Hope it doesn't sound stupid. Stay strong.
How to die painlessly?. I am afraid of physical pain.,There is no painless way to die. That's just how it is.,0,,,
Best ways to get some life perspective?. Stop feeling so sorry for myself,Drama queen negative all the above,0,,,
"I'm Lost In My Life. What are you supposed to do when there is a struggle in life you're trying to solve, but it simply cannot be solved no matter what you do about it. You're stuck living your life in a way you don't want to, either physically and/or mentally imperfect to your perspective, yet there is no cure or solution to your problem. At what point when you're stuck in limbo (at the edge) is it worth questioning, if people say suicide is a permanent solution to a temporary problem, what about a permanent problem?","This question kind of reminds me of the book before and it has you questioning these same concepts and to be honest there is no right answer. Life is all about what you do with it, if you do anything then...? You bring up something being a permanent problem, but unless you can see into the future you really know that.",0,,,
Every single day I get closer to my eventual suicide.. Every single day it gets worse.,"Not sure if you'll find this funny, but with each passing day, you *always* get closer to the day you die, natural or otherwise. Basically, suicidal or not, every day is a day closer to dying.",0,,,
"At work, feeling down,. at my second job. Which is pretty boring desk job. feeling really alone right now and stop thinking about my ex. Looking for anything to distract me","ex for a reason, right? I know hard to not dwell on what lost but imagine what you could gain without them. Your life is yours, not your let them rule it.",0,"I know hard to not dwell on what lost but imagine what you could gain without them. Your life is yours, not your let them rule it.|","I know hard to not dwell on what lost but imagine what you could gain without them. Your life is yours, not your let them rule it.","I know hard to not dwell on what lost but imagine what you could gain without them. Your life is yours, not your let them rule it."
Is the good even worth it?. idek anymore. Too much bad...,The good is worth it! Hang in there! You can get through this because you're stronger than this! You can make it through cause the good will be worth it! Lots of love!,0,Hang in there!|You can get through this because you're stronger than this!|You can make it through cause the good will be worth it!|Lots of love!|,Hang in there!,You can get through this because you're stronger than this!
I just dont want to live anymore. Shit fuck im very tired,You are loved and you can get through this.,0,You are loved and you can get through this.|,You are loved and you can get through this.,You are loved and you can get through this.
"I've lost motivation to do well in school. I'm a junior in high school and I'm ready to be done. I've stopped caring. I don't have the energy nor the effort to get my assignments done. I don't have a ton to say, but I was just seeing if other people are struggling with the same thing.","You know what? I feel exactly the same and I was trying to be positive for ONCE. I literally am having daily breakdowns because of school right now and honestly I won't make it through this year. The thing is, summer can maybe make you think straight and give you energies to start again, I was trying to say that. Maybe they don't change and stay depressed all summer, but they could try at least. Summer is free time, always. Letting your mind rest is good, even if you don't do a thing.",0,,,
i hate myself so much. why do i always see myself like 10000 times fatter than people say i actually am? please help me i cannot understand. i just want to cut the fuckkingggg fat off my stomach,"I remember reading or hearing this and it helped me with my body dysmorphism. It said: Fat cant be a feeling because fat is an actual thing. Its just triglycerides and fatty acids in cells in your subcutaneous tissue. What you see when you look at yourself in the mirror is millions of tiny cells holding you together so you can go out and be the best you can be. So be mad at all those tiny cells that are holding you together, keeping you warm, and nourishing you. incharge of your thoughts and actions so tell your brain to shut up and tell yourself beautiful, if you want to lose weight you can and will do it the healthy way, and if you want to lose weight then perfect the way you are. I hope you have a better rest of the day!",0,I hope you have a better rest of the day!|,I hope you have a better rest of the day!,I hope you have a better rest of the day!
"Just need some support!. not feeling well at all. stuck in this place I want to be in, I get out of here because mandatory. I feel anxious and depressed, you know the drill. All asking is for a comment or maybe a hug. I need something to distract myself with, music help, really that bad.","I just sent my support out, it should arrive in a few weeks, $3.95 shipping charges.",0,"I just sent my support out, it should arrive in a few weeks|","I just sent my support out, it should arrive in a few weeks","I just sent my support out, it should arrive in a few weeks"
"Life without Joy. I've been dealing with depression for (at least) three years now, with varying levels of severity. There have been some real lows, but I know that's to be expected. What concerns me more than the presence of these lows, however, is the complete absence of highs. In other words, I feel no joy whatsoever. I really don't remember the last time I did. Despite seeing a counselor regularly, working out 2-3 times each week, meditating daily, and trying out multiple medications, I've seen no improvement in that regard. It takes a lot for me to do all of those things, so it's obviously pretty discouraging that I'm not seeing any results. Anyone else have this issue?","I feel only bad things, too. I can laugh and joke with my buddies, but it just feels hollow and empty on the inside. I even come to think, that I often times smile and laugh, cause I know a normal person would do this and I did it once, so to don't look like a freak, I do it at the right times. But I'm never excited these days. I can't even remember the last time I was. Even when I decided to lose my virginity to a prostitute when I was around 30, I had some concerns but I wasn't excited. Birthdays and partys, I knew I couldn't wait for some when I was in my early twenties. Nowadays, I actually have to push myself to go out and meet friends, even though I absolutly KNOW it will be a nice evening. So, I understand what is up with you. Unfortunatly, I can't give you any advice. :(",0,,,
"Good vibes/prayer request? Starting treatments next week. I have tried everything, medication, exercise, DBT, yoga, changing my diet, and I'm about to start TMS treatments five times a week. I'm praying that this helps, I'm so tired of feeling like this.","Sending some good vibes and prayers your way! I hope you find the help you seek with your treatments and if this isn't what helps please don't ever stop looking. Exercise became my escape but it wasn't through cardio or weight training like I had done for years with zero progress towards self improvement, it came in the form of dancing. Best of luck and please feel free to DM me when you need to vent about anything!",0,Sending some good vibes and prayers your way! I hope you find the help you seek with your treatments and if this isn't what helps please don't ever stop looking.|Best of luck and please feel free to DM me when you need to vent about anything!|,Sending some good vibes and prayers your way! I hope you find the help you seek with your treatments and if this isn't what helps please don't ever stop looking.,Sending some good vibes and prayers your way! I hope you find the help you seek with your treatments and if this isn't what helps please don't ever stop looking.
"People with no depression think that time is limitless. After a lot of thinking, I figure that a lot of people who don't suffer depression don't have the sense of time. There is just not enough time during the day (or year) to get to where you want or achieve what you want. People without depression can be so optimistic to start going to the gym at 40 or start a new business at 50. Time is very stressful to me, and the optimistic ones seem to live in LaLa land where they think they can get everything done and everything will work out great. Sometimes they shortcut it by cheating or doing so-and-so job to get that promotion",Yeah my life is over already I'm 22 and there's literally nothing I can do to start my life. People keep telling me I am young and have plenty time left for everything. It's just not the case though when you have nothing and never have there is no chance of you ever having anything and having a life.,0,,,
"I can see my friendships fade. All my life I've struggled to hold on to any form of relationship, friendship or other. Therefore, it's really sad to see the few friendships you've managed to build up over years slowly fade to black. I'm just accepting it, because I'm not a good friend and therefore I understand their decision. However it really starts hurting when you realize that the new friends you made didn't care either. I'm left alone, where no one notices. My life has boiled down to getting a plethora of acquaintances, but not a single friend. Everyone knows who I am, but no one knows how I am. I wish to have meaningful relationships, where I can entrust people with secrets, but I don't have that. I'm sure that it's my own fault, I just don't know how to fix it","I've never even had a friendship, much less have one fade. :(",0,,,
"I cannot shake off the thought that I deserve to be attacked in the most violent way possible for any wrongdoing, no matter how minor.. Even something like a typo, or an accidental arithmetical error.","I hear you on that. I make a mistake at work and I feel like I deserve physical pain. :/ I know intellectually it's not true, and it's easy for me to say you don't deserve pain for small human mistakes like everyone makes, but believing it in my subconscious is harder.",0,"I hear you on that.|I know intellectually it's not true, and it's easy for me to say you don't deserve pain for small human mistakes like everyone makes, but believing it in my subconscious is harder.|",I hear you on that.,"I know intellectually it's not true, and it's easy for me to say you don't deserve pain for small human mistakes like everyone makes, but believing it in my subconscious is harder."
Every time I'm happy I crash right after. Every time I go out and have a fun time with friends I have a massive depressive crash and I feel worse than ever. It makes me want to never do anything social that I enjoy because right after I'll feel way worse than I normally do.,"Every time I manage to be slightly productive at work two days in a row, I crash and need ten days to recover. Socializing and going out isn't that different, it's all exhausting work.",0,,,
no one gives a shit. ...nevermind...no one here would even care anyway. no one cares on facebook or anywhere else. fuck it. goodbye to this shitty fucking world,"If you wrote this, I think that means you still think someone on here would care. And you'd be right.",0,,,
"What am I supposed to do. so scared, never going to be good enough, I think I might end up hurting myself, I want to but this feeling is so so so bad, I lost everyone","Hang in there. Spontaneous Remission blesses like an angel. When she comes, there will be new people you love and love you in return. Stick it out. You got this.",0,Hang in there.|Stick it out. You got this.|,Hang in there.,Stick it out. You got this.
"i dont even know what i feel. or why i feel it, all i know is it feels like a pit in my chest and makes me want to die. how the fuck do you fix an unidentifiable feeling.","I don't have any feeling inside my chest, ever as far as I can remember. I mean literally, I'm not making some silly metaphor. I'm trying to figure out whether that might be a medical problem, or maybe it's normal and people just talk in metaphors all the time.",0,,,
I'm finally on medication and found a therapist who makes me feel hopeful for the first time in years. It has been a while since I've felt sincere hope.,im envious of the fact that you want hope,0,,,
"im so fucked. im totally fucked,my depression is so bad,i cant even open my eyes.",Hey buddy you are not alone. I spent a day where I literally didn't so much as sit up in bed a couple of weeks ago. Didn't eat or drink anything so I didn't need the bathroom which was good. I'm not at a point where I have any advice to give or anything but maybe you can find some comfort knowing that other people feel the same as you.,0,Hey buddy you are not alone.|,Hey buddy you are not alone.,Hey buddy you are not alone.
"My last love was my last love. Fuck this being in love isnt worth the pain when it ends. Im done trying to have proper relationships, when I next manage to get a job I'm just gonna start seeing prostitutes. Only female attention ive ever got any chance of having in the future anyway so fuck it.","I completely understand. The way I felt for my ex was unlike anything else. I never had such a connection with any other person before. It's been about 8 months since we've broke up, I'm still grieving. It's made me fall back into depression. I always thought I could do things myself, but I just realized recently that I can't. I can't always do things alone. I really just crave affection and appreciation.",0,,,
Not even weed makes me happy anymore. It just makes existing a little more tolerable I guess,Yeah a really bad idea. Just ramping up the artificial amounts of dopamine consuming until numb to everything going to help in the slightest. how you get addicted to heroin.,0,,,
I'd like to return or possibly exchange the gift of life. I think mine might be defective.,Ah r/depression the only sub positive comments are downvoted to shit,0,,,
Family history. Why do they ask if you have a family history of depression. How much of that is a factor to you getting it and why?,"Parents pass on their coping skills to their kids. If they have unhealthy ways of dealing with life, it's pretty likely their kids will have issues in that area too. This can be passed down from grandparents even. Also there is likely a genetic factor. But in my POV, I think it has to do with upbringing moreso.",0,,,
Failed my driving test today. Yet another reason to feel worthless,"Those who fail the most, succeed the most. Drive defensively, expecting the worst scenarios. Practice driving in your imagination.",0,"Those who fail the most, succeed the most.|","Those who fail the most, succeed the most.","Those who fail the most, succeed the most."
I know I'm struggling but nobody can tell. Sometimes I can't convince myself I'm struggling too.,Sorry to hear that. Are you struggling with anything specific or life in general?,0,Sorry to hear that.|,Sorry to hear that.,Sorry to hear that.
"I guess I can never drink. There hasn't been a time where I've gotten drunk, and haven't thought heavily about milling myself. I used to think about it sober but I'm past that.","Are you alright? I know dealing with this shit is a bitch, but trust me...you aren't alone. I know I'm just a stranger on the internet, but I'm here if you need to talk.",0,"I know I'm just a stranger on the internet, but I'm here if you need to talk.|","I know I'm just a stranger on the internet, but I'm here if you need to talk.","I know I'm just a stranger on the internet, but I'm here if you need to talk."
How to become an Introvert ?. It may sound wired but i think that being extroverts suck and becoming Introvert may help me in depression and anxiety and the worst i think i have BPD.Can someone give me a guide on how to become an Introvert. Thanks,"Introvert here, I still get super lonely I just stress out about what I would say to people and every single thing I can say wrong.",0,,,
"I wish something good would happen. not that I sat and waited. done everything I could think of, that was worth a try. not gonna be ok.",Wish and hope work sorry sorry just brutal done everything you have to try again. Fail forward they say. Yes it sucks I know.....,0,,,
Float tanks?. Has anybody had any luck using float tanks for depression/anxiety?,"I tried one once. It was a cool experience, but I'm also afraid of the dark, so it was a little anxiety inducing (they had a button to turn the lights on though). I don't know if it's really helpful, but it's still something I'd recommend, even if just for the experience",0,,,
I dont deserve help.. Its noones fault but my own. Im sorry.,Did you kill someone? Did you horribly abuse someone? Or is there a voice in your head just telling you that you don't deserve help?,0,,,
Fuck everything. Fuck me fuck life fuck the world fuck everything,I know how you feel. Everything went to shit for me too.,0,I know how you feel|,I know how you feel,I know how you feel
I hate myself so fucking much. I don't know how to cope anymore.,Maybe someone who still loves the you that you hate.,0,,,
"Do you ever just look around you and see people so happy and normal and then look how unfortunate your own lonely, depressed self is? Pure envy to be them... Maybe faking it like me.",I either think they are faking and have pain of their own or I think they are airheads who are unaware of reality.,0,,,
I'm so tired. I don't think I can go on any longer,"Hey, I know I'm some random stranger on the internet but I hope you continue on &amp; keep fighting. I want to say things get better, I'm not sure if they do, but something's got to give right? I hope whatever's making you feel super down right now gets better &amp; you find happiness. I know easier said than done but if you ever need to talk myself &amp; plenty others are always here!",0,I hope you continue on & keep fighting. I want to say things get better|I hope whatever's making you feel super down right now gets better & you find happiness.|if you ever need to talk myself & plenty others are always here!|,I hope you continue on & keep fighting. I want to say things get better,I hope whatever's making you feel super down right now gets better & you find happiness.
"I am feeling so exhausted and overwhelmed, and I have no one to lean on.. So, all these responsibilities must be dealt by myself. I cannot share my inner struggles with anyone, maybe because I do not want to worry/disturb them. So I swallow, swallow, swallow......","If you are willing to share your inner struggles with, surely you can do the same with your friends.",0,,,
"My depression is hurting my partner. I'm 17 and in a relationship with a girl the same age as me, and we both suffer from depression. She's the best thing that's ever happened to me, and I love her with all my heart, and she says the same about me. But recently I feel like my depression has been dragging her down, due to me being depressed more often than she is :/ she's has such a bright future ahead of her, and I don't want to ruin it. Would it be for the best if I cut things off and let her go? I've never wanted it to come to this, but I just feel that if I don't I'll ruin her life even more and she'll just come to hate me anyway :/",In what way is it dragging her down?,0,,,
"I'm winning this battle today. I ordered groceries, pretty much all produce. I WILL NOT let them go bad. I'm doing laundry today. I'm showering today and brushing my hair. I just might even mow my back yard (not likely, but it's fun to dream) I'm not letting my depression best me today.","Here is a good tip: When you get vegetables and fruit, make a small plan to when you will eat them. That way you won't feel overwhelmed and take the easy route. I planned on eating an apple a day and physically assaulting every person with a labcoat that I see on the streets and so far my plan has worked wonderfully! I slapped so many doctors!",0,,,
"Lying in my bed at 2pm, too tired to do anything. My mother is pounding on the door and screaming at me because I am so worthless.. I just want to fucking kill myself. Wish I wasn't such a coward. edit: I really fucking hope I will get over myself and do it today.",Disability resources has made college much more doable for me. Please seek them.,0,,,
"Something that kept me going.. Depression has already fked my past, I won't let it do the same to my future.",I remember this one! Keep fighting!,0,I remember this one! Keep fighting!|,I remember this one! Keep fighting!,I remember this one! Keep fighting!
"Jack of no trades, Master of nothing. I am what the title says, a fucking wholesome loser...............","There are many, even easy, skills you can learn. You just need to find the ones that are fun to you! Some examples: Yoga \(good to relax I've heard\), Skateboarding \(some cool moves and tricks\), Origami \(I think it is fascinating\), collecting stuff \(idk if you are into it or if there is anything you want to collect\), magic tricks \(are always cool\), learning how to code/design video games \(something i definetly wanna do\), breakdance \(or any other dance you like\), climbing or just hiking \(watching some beautiful landscapes\), playing Video Games , planting some flowers \(ooor food?\) , strength training \(its healthy I guess, and finishing those exercises releases endorphins i think aaaand that is very good if you are depressed\) I hope that are enough and dont give up too easily! \(Btw, I dont really have hobbies myself tho\)",0,"There are many, even easy, skills you can learn. You just need to find the ones that are fun to you!|I hope that are enough and dont give up too easily!|","There are many, even easy, skills you can learn. You just need to find the ones that are fun to you!","There are many, even easy, skills you can learn. You just need to find the ones that are fun to you!"
"Just failed a suicide attempt. I feel as though I have nothing else to do at this point, I don't think I'm ever gonna get anywhere in life and I'm just terrified of the future","I feel you man. I attempted suicide 3 times last year because I see the future really getting better, no matter how hard I try. why I hate when people say gets better, not because a raging pessimist. I hope this makes you feel at least a little better",0,I feel you man.|I hope this makes you feel at least a little better|,I feel you man.,I hope this makes you feel at least a little better
"For 10 years I have been questioning why my sister, who was more alive and happy about life than I ever was, had to die first. I don’t even like living. Why am I still here?!. I just hate this. What a flawed design.",So sorry for your loss,0,So sorry for your loss|,So sorry for your loss,So sorry for your loss
"I'm just pathetic compared to everyone else.. 20 going on to 21, and I fuck all about what I'm doing. My resume is blank slate, University grades are barely passing and I've been unemployed for 4 years. I've never felt like an adult, just an emotionally stunted man-child. Fuck me.","pretty normal for our age bracket. The 20s are a fucking catastrophe where finding yourself and acclimatising to adulthood is concerned. A lot of people feel that way so go thinking all alone in that. 24, dropped out of my animal husbandry degree, started a science one, dropped out of my forensic science degree, had a string of jobs that never last over 5 months and as emotionally stunted as they get- trust me. On the pathetic scale up there too. But not to say you change, you have to just put in the effort, or fake it till you make it.",0,,,
"Anyone else just spontaneously feel fine or great?. I'm on a long streak of feeling great, it started after I cleaned my house to a ocd degree. I keep it up by doing chores and I don't feel sad.","thats great! doing things, even simple ones, like making your bed, can really help.",0,"thats great! doing things, even simple ones, like making your bed, can really help.|","thats great! doing things, even simple ones, like making your bed, can really help.","thats great! doing things, even simple ones, like making your bed, can really help."
Anyone feel numb/epmpty. I don't really know of its depression but I figured you guys could help. I have this number feeling where I just don't feel emotions other then sad or angry I just feel empty. Like I'm just a shell with nothing inside just going through life. I don't really know what to do with myself I don't want to kill myself because it would hurt the people I care about most but at the same time I can't feel anything other then everything suck why am I here. It's really tough to even get out of bed in the morning all I want to do is cry. Does anyone have any ideas on coping with this numb/empty feeling because nothing makes me happy.,"Hellow, is bad to hear that you're doing bad, I feel kinda the same, don't kill yourself, you're going to die anyway, so try and enjoy as much as you can. I hate how my life is right now, I feel empty and bored with everything/everyone, but.. **I love being alive**, you know, even tho existence itself has no meaning, we can just try and take the best out of it as long as we can.",0,"Hellow, is bad to|you know, even tho existence itself has no meaning, we can just try and take the best out of it as long as we can.|","Hellow, is bad to","you know, even tho existence itself has no meaning, we can just try and take the best out of it as long as we can."
"My depression makes it so hard to be productive at work. I've been sitting here for over an hour and written one sentence for this assignment, and I'm getting behind on other responsibilities. I hate it when people say get really into work as a way to distract yourself. No. My job is uninteresting and boring. It doesn't help.","I feel ya, I have strict deadlines at work but still can't bring myself to do it sometimes. Which means I'm working overtime to get the work done eventually and that in turn is making me more stressed out :(",0,,,
What are some good albums about depression?. I feel like listening to this music whenever my depression gets extra bad. What do you guys listen to?,Beck's Sea Change. It's sad but also beautiful,0,,,
Wish I was never born. Not looking for attention or advice to look on the bright side just hoping to get some perspective on how I feel. And maybe what it means psychologically to feel this way. All of my life I've felt like the black sheep. I never fit in anywhere really. I wish I was never born. I feel like I haven't impacted anyone's life and if I did it was negative or non existent. I should feel like I have a purpose. I have been married 6 years two kids later but even then if I died tomo who would care? How would the world be different. I just spoke to my husband about(hoping to maybe get some comfort in knowing I impacted his life for the better?) this was his exact words were yeah well I see how you could think that that was it. It broke me and felt like it validated my point. This life feels life a prison. It feels worthless and sickening to know no matter where I go it does t really even matter. How many others feel this way????,"Yeah, I resonate with a lot of what you're saying. It's only on a place like here or a depression support group that you would find others that feel this way. Let me ask you this: what do you find joy or distraction in? Tell me everything you have tried.",0,"Yeah, I resonate with a lot of what you're saying. It's only on a place like here or a depression support group that you would find others that feel this way.|","Yeah, I resonate with a lot of what you're saying. It's only on a place like here or a depression support group that you would find others that feel this way.","Yeah, I resonate with a lot of what you're saying. It's only on a place like here or a depression support group that you would find others that feel this way."
My only goal at the moment is to make it through the day without crying.. not doing very well at achieving this goal.,I'm sorry for your pain. Wanna talk?,0,I'm sorry for your pain.|,I'm sorry for your pain.,I'm sorry for your pain.
Do you ever feel like nobody ever wants the best for you?. usually a garbage dump for shit. When I manage to do something happy or successful I believe there were many who were genuinely happy for me. I think most people would actually smile at the idea of me having it worse. Even people who I thought cared eventually puts me in the back burner and treats me like so tired of feeling like this. Why do people always do this to me? I hate feeling victimized but I am tired. I hate existing.,"People don't really care about anything other than themselves. Not applicable to everyone of course, but using people as a means to an end is common and people don't care how you feel as long as they get what they want. Idk about you, but sometimes this is the case even with family. If even your family doesn't give a shit, then who will?",0,,,
"Someone to chat with. Hey there- I'm going through some rough times lately. Looking for someone to chat with, 26M if that should matter.","DM me anytime, my dude.",0,"DM me anytime, my dude.|","DM me anytime, my dude.","DM me anytime, my dude."
I've had depression since I was 8 years old and I am now 21 years old with no recovery.. This makes me incredibly scared of my future...,"Depressed since I was 9, I'm 23 now...I totally feel you, you are not alone. Thankfully life does seem to get better for each year that passes, I deal with the severe depression as it occurs and try to enjoy the times when it's milder. Good luck to you in life.",0,"I totally feel you, you are not alone|","I totally feel you, you are not alone","I totally feel you, you are not alone"
"I feel fine during the day, but in the evening depression hits me hard. Can anyone relate? I feel pretty fine during the day, probably because I'm occupied doing stuff but in the evening I get really sad, like really sad and I also feel trapped and lonely...","Absolutely. Self doubt, drifting thoughts, bleak view of the future, and a tsunami of regret floods my mind regularly every evening. Then I retreat to the Internet which keeps me up all night. It's a little out there, but I've had incredible relief from my insomnia, depression, and chronic pain using an Aerial Yoga Hammock. I hang it from the ceiling right next to my bed/computer desk and usually just cacoon in it for an hour or so. Feeling weightless and swaying back and forth has an incredibly natural calming effect on the mind. They are only $60 on amazon too. Feel better my friend, you are not alone.",0,"Feel better my friend, you are not alone.|","Feel better my friend, you are not alone.","Feel better my friend, you are not alone."
